batch,arm,cell,seed,game,bot,sharePar,src,K,size,turnCap,budgetMs,roster
20260827-overnight,slider,null-snake6,84814,20260827-overnight|null-snake6|84814|null-snake6-s84814-r0.jsonl.gz,lobster-slider,2.6470588235294117,derived,3,25,120,2000,snake|snake|snake|snake|snake|snake
20260827-overnight,slider,null-snake6,84814,20260827-overnight|null-snake6|84814|null-snake6-s84814-r0.jsonl.gz,lobster-material,0.35294117647058826,derived,3,25,120,2000,snake|snake|snake|snake|snake|snake
20260827-overnight,slider,null-snake6,84814,20260827-overnight|null-snake6|84814|null-snake6-s84814-r0.jsonl.gz,reflex,0.0,derived,3,25,120,2000,snake|snake|snake|snake|snake|snake
20260827-overnight,slider,snake5-queen,84806,20260827-overnight|snake5-queen|84806|snake5-queen-s84806-r2.jsonl.gz,lobster-material,1.1408450704225352,derived,3,25,120,2000,queen|snake|snake|snake|snake|snake
20260827-overnight,slider,snake5-queen,84806,20260827-overnight|snake5-queen|84806|snake5-queen-s84806-r2.jsonl.gz,reflex,0.2112676056338028,derived,3,25,120,2000,queen|snake|snake|snake|snake|snake
20260827-overnight,slider,snake5-queen,84806,20260827-overnight|snake5-queen|84806|snake5-queen-s84806-r2.jsonl.gz,lobster-slider,1.647887323943662,derived,3,25,120,2000,queen|snake|snake|snake|snake|snake
20260827-overnight,slider,snake5-queen,84803,20260827-overnight|snake5-queen|84803|snake5-queen-s84803-r1.jsonl.gz,reflex,0.0,derived,3,25,120,2000,queen|snake|snake|snake|snake|snake
20260827-overnight,slider,snake5-queen,84803,20260827-overnight|snake5-queen|84803|snake5-queen-s84803-r1.jsonl.gz,lobster-slider,2.0625,derived,3,25,120,2000,queen|snake|snake|snake|snake|snake
20260827-overnight,slider,snake5-queen,84803,20260827-overnight|snake5-queen|84803|snake5-queen-s84803-r1.jsonl.gz,lobster-material,0.9375,derived,3,25,120,2000,queen|snake|snake|snake|snake|snake
20260827-overnight,slider,snake5-pawn,84809,20260827-overnight|snake5-pawn|84809|snake5-pawn-s84809-r2.jsonl.gz,lobster-material,1.0,derived,3,25,120,2000,pawn|snake|snake|snake|snake|snake
20260827-overnight,slider,snake5-pawn,84809,20260827-overnight|snake5-pawn|84809|snake5-pawn-s84809-r2.jsonl.gz,reflex,2.0,derived,3,25,120,2000,pawn|snake|snake|snake|snake|snake
20260827-overnight,slider,snake5-pawn,84809,20260827-overnight|snake5-pawn|84809|snake5-pawn-s84809-r2.jsonl.gz,lobster-slider,0.0,derived,3,25,120,2000,pawn|snake|snake|snake|snake|snake
20260827-overnight,slider,headline-mix-king,84811,20260827-overnight|headline-mix-king|84811|headline-mix-king-s84811-r0.jsonl.gz,lobster-slider,3.0,derived,3,25,120,2000,king|queen|rook|knight|snake|snake
20260827-overnight,slider,headline-mix-king,84811,20260827-overnight|headline-mix-king|84811|headline-mix-king-s84811-r0.jsonl.gz,lobster-material,0.0,derived,3,25,120,2000,king|queen|rook|knight|snake|snake
20260827-overnight,slider,headline-mix-king,84811,20260827-overnight|headline-mix-king|84811|headline-mix-king-s84811-r0.jsonl.gz,reflex,0.0,derived,3,25,120,2000,king|queen|rook|knight|snake|snake
20260827-overnight,slider,null-snake6,84806,20260827-overnight|null-snake6|84806|null-snake6-s84806-r1.jsonl.gz,reflex,0.0,derived,3,25,120,2000,snake|snake|snake|snake|snake|snake
20260827-overnight,slider,null-snake6,84806,20260827-overnight|null-snake6|84806|null-snake6-s84806-r1.jsonl.gz,lobster-slider,2.6511627906976742,derived,3,25,120,2000,snake|snake|snake|snake|snake|snake
20260827-overnight,slider,null-snake6,84806,20260827-overnight|null-snake6|84806|null-snake6-s84806-r1.jsonl.gz,lobster-material,0.3488372093023256,derived,3,25,120,2000,snake|snake|snake|snake|snake|snake
20260827-overnight,slider,headline-mix-king,84815,20260827-overnight|headline-mix-king|84815|headline-mix-king-s84815-r0.jsonl.gz,lobster-slider,0.0,derived,3,25,120,2000,king|queen|rook|knight|snake|snake
20260827-overnight,slider,headline-mix-king,84815,20260827-overnight|headline-mix-king|84815|headline-mix-king-s84815-r0.jsonl.gz,lobster-material,3.0,derived,3,25,120,2000,king|queen|rook|knight|snake|snake
20260827-overnight,slider,headline-mix-king,84815,20260827-overnight|headline-mix-king|84815|headline-mix-king-s84815-r0.jsonl.gz,reflex,0.0,derived,3,25,120,2000,king|queen|rook|knight|snake|snake
20260827-overnight,slider,snake5-pawn,84807,20260827-overnight|snake5-pawn|84807|snake5-pawn-s84807-r1.jsonl.gz,reflex,1.5,derived,3,25,120,2000,pawn|snake|snake|snake|snake|snake
20260827-overnight,slider,snake5-pawn,84807,20260827-overnight|snake5-pawn|84807|snake5-pawn-s84807-r1.jsonl.gz,lobster-slider,1.5,derived,3,25,120,2000,pawn|snake|snake|snake|snake|snake
20260827-overnight,slider,snake5-pawn,84807,20260827-overnight|snake5-pawn|84807|snake5-pawn-s84807-r1.jsonl.gz,lobster-material,0.0,derived,3,25,120,2000,pawn|snake|snake|snake|snake|snake
20260827-overnight,slider,snake5-pawn,84808,20260827-overnight|snake5-pawn|84808|snake5-pawn-s84808-r2.jsonl.gz,lobster-material,0.0,derived,3,25,120,2000,pawn|snake|snake|snake|snake|snake
20260827-overnight,slider,snake5-pawn,84808,20260827-overnight|snake5-pawn|84808|snake5-pawn-s84808-r2.jsonl.gz,reflex,1.2,derived,3,25,120,2000,pawn|snake|snake|snake|snake|snake
20260827-overnight,slider,snake5-pawn,84808,20260827-overnight|snake5-pawn|84808|snake5-pawn-s84808-r2.jsonl.gz,lobster-slider,1.8,derived,3,25,120,2000,pawn|snake|snake|snake|snake|snake
20260827-overnight,slider,null-snake6,84816,20260827-overnight|null-snake6|84816|null-snake6-s84816-r0.jsonl.gz,lobster-slider,2.015625,derived,3,25,120,2000,snake|snake|snake|snake|snake|snake
20260827-overnight,slider,null-snake6,84816,20260827-overnight|null-snake6|84816|null-snake6-s84816-r0.jsonl.gz,lobster-material,0.609375,derived,3,25,120,2000,snake|snake|snake|snake|snake|snake
20260827-overnight,slider,null-snake6,84816,20260827-overnight|null-snake6|84816|null-snake6-s84816-r0.jsonl.gz,reflex,0.375,derived,3,25,120,2000,snake|snake|snake|snake|snake|snake
20260827-overnight,slider,null-snake6,84811,20260827-overnight|null-snake6|84811|null-snake6-s84811-r0.jsonl.gz,lobster-slider,2.3035714285714284,derived,3,25,120,2000,snake|snake|snake|snake|snake|snake
20260827-overnight,slider,null-snake6,84811,20260827-overnight|null-snake6|84811|null-snake6-s84811-r0.jsonl.gz,lobster-material,0.32142857142857145,derived,3,25,120,2000,snake|snake|snake|snake|snake|snake
20260827-overnight,slider,null-snake6,84811,20260827-overnight|null-snake6|84811|null-snake6-s84811-r0.jsonl.gz,reflex,0.375,derived,3,25,120,2000,snake|snake|snake|snake|snake|snake
20260827-overnight,slider,snake5-queen,84805,20260827-overnight|snake5-queen|84805|snake5-queen-s84805-r2.jsonl.gz,lobster-material,1.5925925925925926,derived,3,25,120,2000,queen|snake|snake|snake|snake|snake
20260827-overnight,slider,snake5-queen,84805,20260827-overnight|snake5-queen|84805|snake5-queen-s84805-r2.jsonl.gz,reflex,0.14814814814814814,derived,3,25,120,2000,queen|snake|snake|snake|snake|snake
20260827-overnight,slider,snake5-queen,84805,20260827-overnight|snake5-queen|84805|snake5-queen-s84805-r2.jsonl.gz,lobster-slider,1.2592592592592593,derived,3,25,120,2000,queen|snake|snake|snake|snake|snake
20260827-overnight,slider,snake5-queen,84813,20260827-overnight|snake5-queen|84813|snake5-queen-s84813-r2.jsonl.gz,lobster-material,1.7903225806451613,derived,3,25,120,2000,queen|snake|snake|snake|snake|snake
20260827-overnight,slider,snake5-queen,84813,20260827-overnight|snake5-queen|84813|snake5-queen-s84813-r2.jsonl.gz,reflex,0.0,derived,3,25,120,2000,queen|snake|snake|snake|snake|snake
20260827-overnight,slider,snake5-queen,84813,20260827-overnight|snake5-queen|84813|snake5-queen-s84813-r2.jsonl.gz,lobster-slider,1.2096774193548387,derived,3,25,120,2000,queen|snake|snake|snake|snake|snake
20260827-overnight,slider,snake5-pawn,84808,20260827-overnight|snake5-pawn|84808|snake5-pawn-s84808-r1.jsonl.gz,reflex,1.6,derived,3,25,120,2000,pawn|snake|snake|snake|snake|snake
20260827-overnight,slider,snake5-pawn,84808,20260827-overnight|snake5-pawn|84808|snake5-pawn-s84808-r1.jsonl.gz,lobster-slider,1.4,derived,3,25,120,2000,pawn|snake|snake|snake|snake|snake
20260827-overnight,slider,snake5-pawn,84808,20260827-overnight|snake5-pawn|84808|snake5-pawn-s84808-r1.jsonl.gz,lobster-material,0.0,derived,3,25,120,2000,pawn|snake|snake|snake|snake|snake
20260827-overnight,slider,snake5-queen,84801,20260827-overnight|snake5-queen|84801|snake5-queen-s84801-r2.jsonl.gz,lobster-material,1.6027397260273972,derived,3,25,120,2000,queen|snake|snake|snake|snake|snake
20260827-overnight,slider,snake5-queen,84801,20260827-overnight|snake5-queen|84801|snake5-queen-s84801-r2.jsonl.gz,reflex,0.2054794520547945,derived,3,25,120,2000,queen|snake|snake|snake|snake|snake
20260827-overnight,slider,snake5-queen,84801,20260827-overnight|snake5-queen|84801|snake5-queen-s84801-r2.jsonl.gz,lobster-slider,1.1917808219178083,derived,3,25,120,2000,queen|snake|snake|snake|snake|snake
20260827-overnight,slider,snake5-pawn,84811,20260827-overnight|snake5-pawn|84811|snake5-pawn-s84811-r2.jsonl.gz,lobster-material,1.3043478260869565,derived,3,25,120,2000,pawn|snake|snake|snake|snake|snake
20260827-overnight,slider,snake5-pawn,84811,20260827-overnight|snake5-pawn|84811|snake5-pawn-s84811-r2.jsonl.gz,reflex,1.6956521739130435,derived,3,25,120,2000,pawn|snake|snake|snake|snake|snake
20260827-overnight,slider,snake5-pawn,84811,20260827-overnight|snake5-pawn|84811|snake5-pawn-s84811-r2.jsonl.gz,lobster-slider,0.0,derived,3,25,120,2000,pawn|snake|snake|snake|snake|snake
20260827-overnight,slider,snake5-queen,84816,20260827-overnight|snake5-queen|84816|snake5-queen-s84816-r2.jsonl.gz,lobster-material,1.8,derived,3,25,120,2000,queen|snake|snake|snake|snake|snake
20260827-overnight,slider,snake5-queen,84816,20260827-overnight|snake5-queen|84816|snake5-queen-s84816-r2.jsonl.gz,reflex,0.0,derived,3,25,120,2000,queen|snake|snake|snake|snake|snake
20260827-overnight,slider,snake5-queen,84816,20260827-overnight|snake5-queen|84816|snake5-queen-s84816-r2.jsonl.gz,lobster-slider,1.2,derived,3,25,120,2000,queen|snake|snake|snake|snake|snake
20260827-overnight,slider,snake5-pawn,84806,20260827-overnight|snake5-pawn|84806|snake5-pawn-s84806-r0.jsonl.gz,lobster-slider,1.0,derived,3,25,120,2000,pawn|snake|snake|snake|snake|snake
20260827-overnight,slider,snake5-pawn,84806,20260827-overnight|snake5-pawn|84806|snake5-pawn-s84806-r0.jsonl.gz,lobster-material,0.0,derived,3,25,120,2000,pawn|snake|snake|snake|snake|snake
20260827-overnight,slider,snake5-pawn,84806,20260827-overnight|snake5-pawn|84806|snake5-pawn-s84806-r0.jsonl.gz,reflex,2.0,derived,3,25,120,2000,pawn|snake|snake|snake|snake|snake
20260827-overnight,slider,snake5-pawn,84804,20260827-overnight|snake5-pawn|84804|snake5-pawn-s84804-r2.jsonl.gz,lobster-material,1.2352941176470589,derived,3,25,120,2000,pawn|snake|snake|snake|snake|snake
20260827-overnight,slider,snake5-pawn,84804,20260827-overnight|snake5-pawn|84804|snake5-pawn-s84804-r2.jsonl.gz,reflex,1.7647058823529411,derived,3,25,120,2000,pawn|snake|snake|snake|snake|snake
20260827-overnight,slider,snake5-pawn,84804,20260827-overnight|snake5-pawn|84804|snake5-pawn-s84804-r2.jsonl.gz,lobster-slider,0.0,derived,3,25,120,2000,pawn|snake|snake|snake|snake|snake
20260827-overnight,slider,headline-mix-king,84804,20260827-overnight|headline-mix-king|84804|headline-mix-king-s84804-r2.jsonl.gz,lobster-material,3.0,derived,3,25,120,2000,king|queen|rook|knight|snake|snake
20260827-overnight,slider,headline-mix-king,84804,20260827-overnight|headline-mix-king|84804|headline-mix-king-s84804-r2.jsonl.gz,reflex,0.0,derived,3,25,120,2000,king|queen|rook|knight|snake|snake
20260827-overnight,slider,headline-mix-king,84804,20260827-overnight|headline-mix-king|84804|headline-mix-king-s84804-r2.jsonl.gz,lobster-slider,0.0,derived,3,25,120,2000,king|queen|rook|knight|snake|snake
20260827-overnight,slider,headline-mix-king,84802,20260827-overnight|headline-mix-king|84802|headline-mix-king-s84802-r1.jsonl.gz,reflex,0.0,derived,3,25,120,2000,king|queen|rook|knight|snake|snake
20260827-overnight,slider,headline-mix-king,84802,20260827-overnight|headline-mix-king|84802|headline-mix-king-s84802-r1.jsonl.gz,lobster-slider,3.0,derived,3,25,120,2000,king|queen|rook|knight|snake|snake
20260827-overnight,slider,headline-mix-king,84802,20260827-overnight|headline-mix-king|84802|headline-mix-king-s84802-r1.jsonl.gz,lobster-material,0.0,derived,3,25,120,2000,king|queen|rook|knight|snake|snake
20260827-overnight,slider,snake5-pawn,84801,20260827-overnight|snake5-pawn|84801|snake5-pawn-s84801-r0.jsonl.gz,lobster-slider,0.6,derived,3,25,120,2000,pawn|snake|snake|snake|snake|snake
20260827-overnight,slider,snake5-pawn,84801,20260827-overnight|snake5-pawn|84801|snake5-pawn-s84801-r0.jsonl.gz,lobster-material,0.75,derived,3,25,120,2000,pawn|snake|snake|snake|snake|snake
20260827-overnight,slider,snake5-pawn,84801,20260827-overnight|snake5-pawn|84801|snake5-pawn-s84801-r0.jsonl.gz,reflex,1.65,derived,3,25,120,2000,pawn|snake|snake|snake|snake|snake
20260827-overnight,slider,null-snake6,84807,20260827-overnight|null-snake6|84807|null-snake6-s84807-r1.jsonl.gz,reflex,0.0,derived,3,25,120,2000,snake|snake|snake|snake|snake|snake
20260827-overnight,slider,null-snake6,84807,20260827-overnight|null-snake6|84807|null-snake6-s84807-r1.jsonl.gz,lobster-slider,2.7413793103448274,derived,3,25,120,2000,snake|snake|snake|snake|snake|snake
20260827-overnight,slider,null-snake6,84807,20260827-overnight|null-snake6|84807|null-snake6-s84807-r1.jsonl.gz,lobster-material,0.25862068965517243,derived,3,25,120,2000,snake|snake|snake|snake|snake|snake
20260827-overnight,slider,snake5-pawn,84803,20260827-overnight|snake5-pawn|84803|snake5-pawn-s84803-r0.jsonl.gz,lobster-slider,0.6666666666666666,derived,3,25,120,2000,pawn|snake|snake|snake|snake|snake
20260827-overnight,slider,snake5-pawn,84803,20260827-overnight|snake5-pawn|84803|snake5-pawn-s84803-r0.jsonl.gz,lobster-material,0.0,derived,3,25,120,2000,pawn|snake|snake|snake|snake|snake
20260827-overnight,slider,snake5-pawn,84803,20260827-overnight|snake5-pawn|84803|snake5-pawn-s84803-r0.jsonl.gz,reflex,2.3333333333333335,derived,3,25,120,2000,pawn|snake|snake|snake|snake|snake
20260827-overnight,slider,headline-mix-king,84811,20260827-overnight|headline-mix-king|84811|headline-mix-king-s84811-r1.jsonl.gz,reflex,0.0,derived,3,25,120,2000,king|queen|rook|knight|snake|snake
20260827-overnight,slider,headline-mix-king,84811,20260827-overnight|headline-mix-king|84811|headline-mix-king-s84811-r1.jsonl.gz,lobster-slider,1.6538461538461537,derived,3,25,120,2000,king|queen|rook|knight|snake|snake
20260827-overnight,slider,headline-mix-king,84811,20260827-overnight|headline-mix-king|84811|headline-mix-king-s84811-r1.jsonl.gz,lobster-material,1.3461538461538463,derived,3,25,120,2000,king|queen|rook|knight|snake|snake
20260827-overnight,slider,null-snake6,84804,20260827-overnight|null-snake6|84804|null-snake6-s84804-r0.jsonl.gz,lobster-slider,2.3035714285714284,derived,3,25,120,2000,snake|snake|snake|snake|snake|snake
20260827-overnight,slider,null-snake6,84804,20260827-overnight|null-snake6|84804|null-snake6-s84804-r0.jsonl.gz,lobster-material,0.6964285714285714,derived,3,25,120,2000,snake|snake|snake|snake|snake|snake
20260827-overnight,slider,null-snake6,84804,20260827-overnight|null-snake6|84804|null-snake6-s84804-r0.jsonl.gz,reflex,0.0,derived,3,25,120,2000,snake|snake|snake|snake|snake|snake
20260827-overnight,slider,snake5-queen,84806,20260827-overnight|snake5-queen|84806|snake5-queen-s84806-r0.jsonl.gz,lobster-slider,1.476923076923077,derived,3,25,120,2000,queen|snake|snake|snake|snake|snake
20260827-overnight,slider,snake5-queen,84806,20260827-overnight|snake5-queen|84806|snake5-queen-s84806-r0.jsonl.gz,lobster-material,1.523076923076923,derived,3,25,120,2000,queen|snake|snake|snake|snake|snake
20260827-overnight,slider,snake5-queen,84806,20260827-overnight|snake5-queen|84806|snake5-queen-s84806-r0.jsonl.gz,reflex,0.0,derived,3,25,120,2000,queen|snake|snake|snake|snake|snake
20260827-overnight,slider,headline-mix-king,84809,20260827-overnight|headline-mix-king|84809|headline-mix-king-s84809-r0.jsonl.gz,lobster-slider,3.0,derived,3,25,120,2000,king|queen|rook|knight|snake|snake
20260827-overnight,slider,headline-mix-king,84809,20260827-overnight|headline-mix-king|84809|headline-mix-king-s84809-r0.jsonl.gz,lobster-material,0.0,derived,3,25,120,2000,king|queen|rook|knight|snake|snake
20260827-overnight,slider,headline-mix-king,84809,20260827-overnight|headline-mix-king|84809|headline-mix-king-s84809-r0.jsonl.gz,reflex,0.0,derived,3,25,120,2000,king|queen|rook|knight|snake|snake
20260827-overnight,slider,null-snake6,84802,20260827-overnight|null-snake6|84802|null-snake6-s84802-r2.jsonl.gz,lobster-material,1.3333333333333333,derived,3,25,120,2000,snake|snake|snake|snake|snake|snake
20260827-overnight,slider,null-snake6,84802,20260827-overnight|null-snake6|84802|null-snake6-s84802-r2.jsonl.gz,reflex,0.0,derived,3,25,120,2000,snake|snake|snake|snake|snake|snake
20260827-overnight,slider,null-snake6,84802,20260827-overnight|null-snake6|84802|null-snake6-s84802-r2.jsonl.gz,lobster-slider,1.6666666666666667,derived,3,25,120,2000,snake|snake|snake|snake|snake|snake
20260827-overnight,slider,snake5-pawn,84807,20260827-overnight|snake5-pawn|84807|snake5-pawn-s84807-r2.jsonl.gz,lobster-material,1.5,derived,3,25,120,2000,pawn|snake|snake|snake|snake|snake
20260827-overnight,slider,snake5-pawn,84807,20260827-overnight|snake5-pawn|84807|snake5-pawn-s84807-r2.jsonl.gz,reflex,1.5,derived,3,25,120,2000,pawn|snake|snake|snake|snake|snake
20260827-overnight,slider,snake5-pawn,84807,20260827-overnight|snake5-pawn|84807|snake5-pawn-s84807-r2.jsonl.gz,lobster-slider,0.0,derived,3,25,120,2000,pawn|snake|snake|snake|snake|snake
20260827-overnight,slider,snake5-queen,84812,20260827-overnight|snake5-queen|84812|snake5-queen-s84812-r2.jsonl.gz,lobster-material,1.7142857142857142,derived,3,25,120,2000,queen|snake|snake|snake|snake|snake
20260827-overnight,slider,snake5-queen,84812,20260827-overnight|snake5-queen|84812|snake5-queen-s84812-r2.jsonl.gz,reflex,0.17142857142857143,derived,3,25,120,2000,queen|snake|snake|snake|snake|snake
20260827-overnight,slider,snake5-queen,84812,20260827-overnight|snake5-queen|84812|snake5-queen-s84812-r2.jsonl.gz,lobster-slider,1.1142857142857143,derived,3,25,120,2000,queen|snake|snake|snake|snake|snake
20260827-overnight,slider,snake5-pawn,84803,20260827-overnight|snake5-pawn|84803|snake5-pawn-s84803-r1.jsonl.gz,reflex,1.35,derived,3,25,120,2000,pawn|snake|snake|snake|snake|snake
20260827-overnight,slider,snake5-pawn,84803,20260827-overnight|snake5-pawn|84803|snake5-pawn-s84803-r1.jsonl.gz,lobster-slider,1.05,derived,3,25,120,2000,pawn|snake|snake|snake|snake|snake
20260827-overnight,slider,snake5-pawn,84803,20260827-overnight|snake5-pawn|84803|snake5-pawn-s84803-r1.jsonl.gz,lobster-material,0.6,derived,3,25,120,2000,pawn|snake|snake|snake|snake|snake
20260827-overnight,slider,snake5-queen,84811,20260827-overnight|snake5-queen|84811|snake5-queen-s84811-r2.jsonl.gz,lobster-material,1.4430379746835442,derived,3,25,120,2000,queen|snake|snake|snake|snake|snake
20260827-overnight,slider,snake5-queen,84811,20260827-overnight|snake5-queen|84811|snake5-queen-s84811-r2.jsonl.gz,reflex,0.189873417721519,derived,3,25,120,2000,queen|snake|snake|snake|snake|snake
20260827-overnight,slider,snake5-queen,84811,20260827-overnight|snake5-queen|84811|snake5-queen-s84811-r2.jsonl.gz,lobster-slider,1.3670886075949367,derived,3,25,120,2000,queen|snake|snake|snake|snake|snake
20260827-overnight,slider,null-snake6,84815,20260827-overnight|null-snake6|84815|null-snake6-s84815-r2.jsonl.gz,lobster-material,0.7659574468085106,derived,3,25,120,2000,snake|snake|snake|snake|snake|snake
20260827-overnight,slider,null-snake6,84815,20260827-overnight|null-snake6|84815|null-snake6-s84815-r2.jsonl.gz,reflex,0.0,derived,3,25,120,2000,snake|snake|snake|snake|snake|snake
20260827-overnight,slider,null-snake6,84815,20260827-overnight|null-snake6|84815|null-snake6-s84815-r2.jsonl.gz,lobster-slider,2.234042553191489,derived,3,25,120,2000,snake|snake|snake|snake|snake|snake
20260827-overnight,slider,snake5-queen,84814,20260827-overnight|snake5-queen|84814|snake5-queen-s84814-r1.jsonl.gz,reflex,0.0,derived,3,25,120,2000,queen|snake|snake|snake|snake|snake
20260827-overnight,slider,snake5-queen,84814,20260827-overnight|snake5-queen|84814|snake5-queen-s84814-r1.jsonl.gz,lobster-slider,1.078125,derived,3,25,120,2000,queen|snake|snake|snake|snake|snake
20260827-overnight,slider,snake5-queen,84814,20260827-overnight|snake5-queen|84814|snake5-queen-s84814-r1.jsonl.gz,lobster-material,1.921875,derived,3,25,120,2000,queen|snake|snake|snake|snake|snake
20260827-overnight,slider,snake5-pawn,84811,20260827-overnight|snake5-pawn|84811|snake5-pawn-s84811-r0.jsonl.gz,lobster-slider,1.3125,derived,3,25,120,2000,pawn|snake|snake|snake|snake|snake
20260827-overnight,slider,snake5-pawn,84811,20260827-overnight|snake5-pawn|84811|snake5-pawn-s84811-r0.jsonl.gz,lobster-material,0.375,derived,3,25,120,2000,pawn|snake|snake|snake|snake|snake
20260827-overnight,slider,snake5-pawn,84811,20260827-overnight|snake5-pawn|84811|snake5-pawn-s84811-r0.jsonl.gz,reflex,1.3125,derived,3,25,120,2000,pawn|snake|snake|snake|snake|snake
20260827-overnight,slider,snake5-queen,84805,20260827-overnight|snake5-queen|84805|snake5-queen-s84805-r0.jsonl.gz,lobster-slider,1.5857142857142856,derived,3,25,120,2000,queen|snake|snake|snake|snake|snake
20260827-overnight,slider,snake5-queen,84805,20260827-overnight|snake5-queen|84805|snake5-queen-s84805-r0.jsonl.gz,lobster-material,1.4142857142857144,derived,3,25,120,2000,queen|snake|snake|snake|snake|snake
20260827-overnight,slider,snake5-queen,84805,20260827-overnight|snake5-queen|84805|snake5-queen-s84805-r0.jsonl.gz,reflex,0.0,derived,3,25,120,2000,queen|snake|snake|snake|snake|snake
20260827-overnight,slider,snake5-pawn,84804,20260827-overnight|snake5-pawn|84804|snake5-pawn-s84804-r0.jsonl.gz,lobster-slider,2.4545454545454546,derived,3,25,120,2000,pawn|snake|snake|snake|snake|snake
20260827-overnight,slider,snake5-pawn,84804,20260827-overnight|snake5-pawn|84804|snake5-pawn-s84804-r0.jsonl.gz,lobster-material,0.5454545454545454,derived,3,25,120,2000,pawn|snake|snake|snake|snake|snake
20260827-overnight,slider,snake5-pawn,84804,20260827-overnight|snake5-pawn|84804|snake5-pawn-s84804-r0.jsonl.gz,reflex,0.0,derived,3,25,120,2000,pawn|snake|snake|snake|snake|snake
20260827-overnight,slider,snake5-queen,84804,20260827-overnight|snake5-queen|84804|snake5-queen-s84804-r2.jsonl.gz,lobster-material,1.7142857142857142,derived,3,25,120,2000,queen|snake|snake|snake|snake|snake
20260827-overnight,slider,snake5-queen,84804,20260827-overnight|snake5-queen|84804|snake5-queen-s84804-r2.jsonl.gz,reflex,0.0,derived,3,25,120,2000,queen|snake|snake|snake|snake|snake
20260827-overnight,slider,snake5-queen,84804,20260827-overnight|snake5-queen|84804|snake5-queen-s84804-r2.jsonl.gz,lobster-slider,1.2857142857142858,derived,3,25,120,2000,queen|snake|snake|snake|snake|snake
20260827-overnight,slider,snake5-pawn,84813,20260827-overnight|snake5-pawn|84813|snake5-pawn-s84813-r0.jsonl.gz,lobster-slider,1.9615384615384615,derived,3,25,120,2000,pawn|snake|snake|snake|snake|snake
20260827-overnight,slider,snake5-pawn,84813,20260827-overnight|snake5-pawn|84813|snake5-pawn-s84813-r0.jsonl.gz,lobster-material,0.5769230769230769,derived,3,25,120,2000,pawn|snake|snake|snake|snake|snake
20260827-overnight,slider,snake5-pawn,84813,20260827-overnight|snake5-pawn|84813|snake5-pawn-s84813-r0.jsonl.gz,reflex,0.46153846153846156,derived,3,25,120,2000,pawn|snake|snake|snake|snake|snake
20260827-overnight,slider,headline-mix-king,84807,20260827-overnight|headline-mix-king|84807|headline-mix-king-s84807-r2.jsonl.gz,lobster-material,3.0,derived,3,25,120,2000,king|queen|rook|knight|snake|snake
20260827-overnight,slider,headline-mix-king,84807,20260827-overnight|headline-mix-king|84807|headline-mix-king-s84807-r2.jsonl.gz,reflex,0.0,derived,3,25,120,2000,king|queen|rook|knight|snake|snake
20260827-overnight,slider,headline-mix-king,84807,20260827-overnight|headline-mix-king|84807|headline-mix-king-s84807-r2.jsonl.gz,lobster-slider,0.0,derived,3,25,120,2000,king|queen|rook|knight|snake|snake
20260827-overnight,slider,headline-mix-king,84812,20260827-overnight|headline-mix-king|84812|headline-mix-king-s84812-r0.jsonl.gz,lobster-slider,0.0,derived,3,25,120,2000,king|queen|rook|knight|snake|snake
20260827-overnight,slider,headline-mix-king,84812,20260827-overnight|headline-mix-king|84812|headline-mix-king-s84812-r0.jsonl.gz,lobster-material,3.0,derived,3,25,120,2000,king|queen|rook|knight|snake|snake
20260827-overnight,slider,headline-mix-king,84812,20260827-overnight|headline-mix-king|84812|headline-mix-king-s84812-r0.jsonl.gz,reflex,0.0,derived,3,25,120,2000,king|queen|rook|knight|snake|snake
20260827-overnight,slider,snake5-queen,84808,20260827-overnight|snake5-queen|84808|snake5-queen-s84808-r1.jsonl.gz,reflex,0.0,derived,3,25,120,2000,queen|snake|snake|snake|snake|snake
20260827-overnight,slider,snake5-queen,84808,20260827-overnight|snake5-queen|84808|snake5-queen-s84808-r1.jsonl.gz,lobster-slider,1.8333333333333333,derived,3,25,120,2000,queen|snake|snake|snake|snake|snake
20260827-overnight,slider,snake5-queen,84808,20260827-overnight|snake5-queen|84808|snake5-queen-s84808-r1.jsonl.gz,lobster-material,1.1666666666666667,derived,3,25,120,2000,queen|snake|snake|snake|snake|snake
20260827-overnight,slider,null-snake6,84804,20260827-overnight|null-snake6|84804|null-snake6-s84804-r1.jsonl.gz,reflex,0.25,derived,3,25,120,2000,snake|snake|snake|snake|snake|snake
20260827-overnight,slider,null-snake6,84804,20260827-overnight|null-snake6|84804|null-snake6-s84804-r1.jsonl.gz,lobster-slider,2.3333333333333335,derived,3,25,120,2000,snake|snake|snake|snake|snake|snake
20260827-overnight,slider,null-snake6,84804,20260827-overnight|null-snake6|84804|null-snake6-s84804-r1.jsonl.gz,lobster-material,0.4166666666666667,derived,3,25,120,2000,snake|snake|snake|snake|snake|snake
20260827-overnight,slider,headline-mix-king,84809,20260827-overnight|headline-mix-king|84809|headline-mix-king-s84809-r1.jsonl.gz,reflex,0.0,derived,3,25,120,2000,king|queen|rook|knight|snake|snake
20260827-overnight,slider,headline-mix-king,84809,20260827-overnight|headline-mix-king|84809|headline-mix-king-s84809-r1.jsonl.gz,lobster-slider,2.7966101694915255,derived,3,25,120,2000,king|queen|rook|knight|snake|snake
